OrderDate;StockDate;OrderNumber;ProductKey;CustomerKey;TerritoryKey;OrderLineItem;OrderQuantity
01/01/2021;10/21/2003;SO61301;377;16533;1;1;1
01/01/2021;10/23/2003;SO61301;540;16533;1;3;1
01/01/2021;11/16/2003;SO61276;223;16533;9;2;3
01/01/2021;10/31/2003;SO61276;488;16533;9;1;1
01/01/2021;10/21/2003;SO61294;477;16533;4;1;2
01/01/2021;10/21/2003;SO61294;484;16533;4;2;2
01/01/2021;11/04/2003;SO61293;477;17974;1;1;2
01/01/2021;9/19/2003;SO61293;220;17974;1;2;1
01/01/2021;10/08/2003;SO61293;232;17974;1;3;1
01/01/2021;10/23/2003;SO61298;530;17974;10;1;2
01/01/2021;12/02/2003;SO61298;214;17974;10;3;1
01/01/2021;12/15/2003;SO61298;223;17974;10;2;1
01/01/2021;12/06/2003;SO61270;485;17974;9;1;2
01/01/2021;11/23/2003;SO61288;528;17974;6;1;2
01/01/2021;10/30/2003;SO61288;536;17974;6;2;2
01/01/2021;11/21/2003;SO61288;220;17974;6;3;1
01/01/2021;10/01/2003;SO61305;583;17974;9;1;1
01/01/2021;10/13/2003;SO61308;477;17974;9;2;2
01/01/2021;10/07/2003;SO61308;479;17974;9;3;2
01/01/2021;10/25/2003;SO61308;371;17974;9;1;1
01/01/2021;11/03/2003;SO61307;215;17974;9;2;1
01/01/2021;10/06/2003;SO61307;582;17974;9;1;1
01/01/2021;11/13/2003;SO61271;538;17974;9;1;2
01/01/2021;9/23/2003;SO61271;480;17974;9;2;1
01/01/2021;11/05/2003;SO61272;480;20778;9;2;2
01/01/2021;09/08/2003;SO61272;528;20778;9;1;2
01/01/2021;9/24/2003;SO61292;477;20778;4;2;2
01/01/2021;10/17/2003;SO61292;478;20778;4;1;2
01/01/2021;10/12/2003;SO61278;477;20778;10;3;2
01/01/2021;9/28/2003;SO61278;479;20778;10;2;1
01/01/2021;12/10/2003;SO61278;488;20778;10;4;1
01/01/2021;9/25/2003;SO61278;580;20778;10;1;1
01/01/2021;12/15/2003;SO61311;479;20778;7;2;2
01/01/2021;09/03/2003;SO61311;606;20778;7;1;1
01/01/2021;11/02/2003;SO61290;478;20778;4;1;2
01/01/2021;11/26/2003;SO61290;477;20778;4;2;1
01/01/2021;9/28/2003;SO61273;477;23339;9;1;2
01/01/2021;9/28/2003;SO61306;477;23339;9;3;2
01/01/2021;9/23/2003;SO61306;479;23339;9;2;2
01/01/2021;09/12/2003;SO61306;580;23339;9;1;1
01/01/2021;10/31/2003;SO61289;528;23339;1;1;2
01/01/2021;11/16/2003;SO61289;536;23339;1;2;2
01/01/2021;11/20/2003;SO61289;215;23339;1;3;1
01/01/2021;12/13/2003;SO61285;529;23339;1;2;2
01/01/2021;9/24/2003;SO61285;214;23339;1;3;1
01/01/2021;09/04/2003;SO61285;540;23339;1;1;1
01/01/2021;9/13/2003;SO61283;529;23339;1;2;2
01/01/2021;9/27/2003;SO61283;538;23339;1;1;2
01/01/2021;09/03/2003;SO61283;220;23339;1;3;1
01/01/2021;09/08/2003;SO61274;223;23339;9;1;3
01/01/2021;10/08/2003;SO61274;475;23339;9;2;1
01/01/2021;12/07/2003;SO61284;480;23339;4;2;2
01/01/2021;11/01/2003;SO61284;538;23339;4;1;2
01/01/2021;11/24/2003;SO61281;539;23339;1;1;3
01/01/2021;9/13/2003;SO61312;566;23339;9;1;1
02/01/2021;1/13/2004;SO63329;480;11001;1;2;2
02/01/2021;12/18/2003;SO63329;486;11001;1;3;1
02/01/2021;12/21/2003;SO63329;537;11001;1;1;1
02/01/2021;12/02/2003;SO63307;528;11276;6;2;2
02/01/2021;11/19/2003;SO63307;535;11276;6;1;1
02/01/2021;10/09/2003;SO63344;223;11384;10;5;2
02/01/2021;10/25/2003;SO63344;530;11384;10;3;2
02/01/2021;1/14/2004;SO63344;541;11384;10;2;2
02/01/2021;1/13/2004;SO63344;226;11384;10;4;1
02/01/2021;11/10/2003;SO63344;571;11384;10;1;1
02/01/2021;12/09/2003;SO63360;479;11384;7;2;3
02/01/2021;01/10/2004;SO63360;605;11384;7;1;1
02/01/2021;12/08/2003;SO63303;535;11384;9;1;2
02/01/2021;12/16/2003;SO63334;223;11506;10;2;2
02/01/2021;01/05/2004;SO63334;214;11506;10;1;1
02/01/2021;11/24/2003;SO63330;537;11653;6;1;1
02/01/2021;12/12/2003;SO63340;528;11861;1;3;2
02/01/2021;10/28/2003;SO63340;358;11861;1;1;1
02/01/2021;11/05/2003;SO63340;480;11861;1;4;1
02/01/2021;12/29/2003;SO63340;537;11861;1;2;1
02/01/2021;10/25/2003;SO63341;480;11861;1;3;2
02/01/2021;12/17/2003;SO63341;352;11861;1;1;1
02/01/2021;12/08/2003;SO63341;537;11861;1;2;1
02/01/2021;1/17/2004;SO63294;535;11861;9;1;2
02/01/2021;11/09/2003;SO63297;528;11861;9;1;3
02/01/2021;12/23/2003;SO63297;480;11861;9;2;1
02/01/2021;12/27/2003;SO63333;477;12754;1;2;2
02/01/2021;10/26/2003;SO63333;478;12754;1;3;2
02/01/2021;10/24/2003;SO63333;485;12754;1;1;2
02/01/2021;10/18/2003;SO63333;220;12754;1;4;1
02/01/2021;12/05/2003;SO63349;352;13791;9;1;1
02/01/2021;12/09/2003;SO63318;485;13791;1;1;2
02/01/2021;10/14/2003;SO63318;487;13791;1;2;1
02/01/2021;12/18/2003;SO63298;529;13791;7;3;2
02/01/2021;10/10/2003;SO63298;373;13791;7;1;1
02/01/2021;1/17/2004;SO63298;472;13791;7;4;1
02/01/2021;01/12/2004;SO63298;540;13791;7;2;1
02/01/2021;01/08/2004;SO63350;478;13791;9;5;2
02/01/2021;10/14/2003;SO63350;485;13791;9;4;2
02/01/2021;10/13/2003;SO63350;528;13791;9;2;2
02/01/2021;11/04/2003;SO63350;360;13791;9;1;1
02/01/2021;10/13/2003;SO63350;537;13791;9;3;1
02/01/2021;1/16/2004;SO63319;484;13791;4;3;3
02/01/2021;10/09/2003;SO63319;485;13791;4;1;2
02/01/2021;01/04/2004;SO63319;487;13791;4;2;1
02/01/2021;12/02/2003;SO63316;483;13791;4;2;1
02/01/2021;01/04/2004;SO63316;528;13791;4;1;1
02/01/2021;1/13/2004;SO63346;539;14906;9;2;2
02/01/2021;10/25/2003;SO63346;581;14906;9;1;1
02/01/2021;12/12/2003;SO63299;220;14906;7;2;1
02/01/2021;10/20/2003;SO63299;593;14906;7;1;1
02/01/2021;12/17/2003;SO63310;474;14906;6;1;1
02/01/2021;10/14/2003;SO63342;477;14906;4;2;2
02/01/2021;11/20/2003;SO63342;478;14906;4;3;2
02/01/2021;10/12/2003;SO63342;220;14906;4;4;1
02/01/2021;01/12/2004;SO63342;362;14906;4;1;1
02/01/2021;11/15/2003;SO63338;356;14906;1;1;1
02/01/2021;12/16/2003;SO63339;477;14906;5;4;2
02/01/2021;12/28/2003;SO63339;478;14906;5;2;2
02/01/2021;12/10/2003;SO63339;352;14906;5;1;1
02/01/2021;11/27/2003;SO63339;473;14906;5;3;1
02/01/2021;11/18/2003;SO63362;220;14906;10;2;1
02/01/2021;1/13/2004;SO63362;573;14906;10;1;1
02/01/2021;11/20/2003;SO63301;485;14906;7;2;2
02/01/2021;01/11/2004;SO63301;229;14906;7;3;1
02/01/2021;12/19/2003;SO63301;354;14906;7;1;1
02/01/2021;12/17/2003;SO63314;480;14906;1;2;2
02/01/2021;12/12/2003;SO63314;528;14906;1;1;2
02/01/2021;12/20/2003;SO63337;477;14906;1;3;2
02/01/2021;10/26/2003;SO63337;478;14906;1;2;2
02/01/2021;10/28/2003;SO63337;491;14906;1;4;1
02/01/2021;10/09/2003;SO63337;600;14906;1;1;1
02/01/2021;10/11/2003;SO63317;487;14906;4;2;1
02/01/2021;11/22/2003;SO63317;528;14906;4;1;1
02/01/2021;10/09/2003;SO63320;535;14906;8;2;2
02/01/2021;10/06/2003;SO63320;214;14906;8;3;1
02/01/2021;10/27/2003;SO63320;528;14906;8;1;1
02/01/2021;1/14/2004;SO63313;223;16533;4;2;2
02/01/2021;11/10/2003;SO63313;477;16533;4;1;2
02/01/2021;11/24/2003;SO63302;223;16533;8;3;2
02/01/2021;10/14/2003;SO63302;215;16533;8;2;1
02/01/2021;12/20/2003;SO63302;356;16533;8;1;1
02/01/2021;10/21/2003;SO63300;477;16533;7;3;3
02/01/2021;11/03/2003;SO63300;478;16533;7;2;2
02/01/2021;11/14/2003;SO63300;362;16533;7;1;1
02/01/2021;12/03/2003;SO63331;484;16533;6;2;2
02/01/2021;12/19/2003;SO63331;483;16533;6;3;1
02/01/2021;10/11/2003;SO63331;485;16533;6;1;1
02/01/2021;10/30/2003;SO63357;220;16533;1;2;1
02/01/2021;12/24/2003;SO63357;583;16533;1;1;1
02/01/2021;11/17/2003;SO63361;562;17974;8;1;1
02/01/2021;10/14/2003;SO63347;482;17974;9;4;3
02/01/2021;11/03/2003;SO63347;529;17974;9;3;3
02/01/2021;10/23/2003;SO63347;371;17974;9;1;1
02/01/2021;01/09/2004;SO63347;540;17974;9;2;1
02/01/2021;10/28/2003;SO63309;484;17974;6;3;2
02/01/2021;10/10/2003;SO63309;528;17974;6;2;2
02/01/2021;11/21/2003;SO63309;536;17974;6;1;2
02/01/2021;11/27/2003;SO63335;215;17974;4;2;1
02/01/2021;11/05/2003;SO63335;590;17974;4;1;1
02/01/2021;10/20/2003;SO63321;480;17974;8;2;2
02/01/2021;11/04/2003;SO63321;539;17974;8;1;2
02/01/2021;11/30/2003;SO63321;483;17974;8;3;1
02/01/2021;12/04/2003;SO63295;529;17974;9;2;2
02/01/2021;11/11/2003;SO63295;538;17974;9;1;2
02/01/2021;12/12/2003;SO63336;528;17974;1;2;2
02/01/2021;12/19/2003;SO63336;535;17974;1;3;2
02/01/2021;10/12/2003;SO63336;215;17974;1;4;1
02/01/2021;01/10/2004;SO63336;598;17974;1;1;1
02/01/2021;12/01/2003;SO63348;480;17974;9;4;2
02/01/2021;11/12/2003;SO63348;529;17974;9;2;2
02/01/2021;12/06/2003;SO63348;371;17974;9;1;1
02/01/2021;12/16/2003;SO63348;540;17974;9;3;1
02/01/2021;10/05/2003;SO63356;462;17974;1;3;3
02/01/2021;01/02/2004;SO63356;215;17974;1;2;1
02/01/2021;10/08/2003;SO63356;381;17974;1;1;1
02/01/2021;10/07/2003;SO63358;462;20778;7;4;2
02/01/2021;11/27/2003;SO63358;529;20778;7;3;2
02/01/2021;12/04/2003;SO63358;539;20778;7;2;2
02/01/2021;10/26/2003;SO63358;381;20778;7;1;1
02/01/2021;11/24/2003;SO63353;215;20778;6;2;1
02/01/2021;10/25/2003;SO63353;235;20778;6;3;1
02/01/2021;10/20/2003;SO63353;576;20778;6;1;1
02/01/2021;12/10/2003;SO63323;477;20778;10;1;3
02/01/2021;11/03/2003;SO63325;529;20778;8;1;3
02/01/2021;10/15/2003;SO63325;220;20778;8;2;1
02/01/2021;11/04/2003;SO63355;477;20778;4;3;2
02/01/2021;11/02/2003;SO63355;479;20778;4;2;2
02/01/2021;12/30/2003;SO63355;214;20778;4;4;1
02/01/2021;11/16/2003;SO63355;606;20778;4;1;1
02/01/2021;12/05/2003;SO63354;477;20778;1;2;2
02/01/2021;10/23/2003;SO63354;479;20778;1;3;2
02/01/2021;10/13/2003;SO63354;605;20778;1;1;1
02/01/2021;10/16/2003;SO63327;530;23339;8;1;2
02/01/2021;10/06/2003;SO63327;541;23339;8;2;2
02/01/2021;11/09/2003;SO63327;215;23339;8;3;1
02/01/2021;11/27/2003;SO63359;223;23339;10;2;2
02/01/2021;12/06/2003;SO63359;229;23339;10;3;1
02/01/2021;11/21/2003;SO63359;381;23339;10;1;1
02/01/2021;12/11/2003;SO63312;477;23339;6;1;2
02/01/2021;11/07/2003;SO63312;226;23339;6;3;1
02/01/2021;12/13/2003;SO63312;487;23339;6;2;1
02/01/2021;01/05/2004;SO63296;528;23339;9;1;2
02/01/2021;11/10/2003;SO63296;215;23339;9;2;1
02/01/2021;12/06/2003;SO63296;223;23339;9;4;1
02/01/2021;10/14/2003;SO63296;488;23339;9;3;1
02/01/2021;12/24/2003;SO63311;477;23339;6;1;2
02/01/2021;12/14/2003;SO63311;220;23339;6;2;1
02/01/2021;01/02/2004;SO63308;485;23339;1;3;2
02/01/2021;12/11/2003;SO63308;528;23339;1;1;2
02/01/2021;12/21/2003;SO63308;535;23339;1;2;2
02/01/2021;10/30/2003;SO63328;538;23339;8;1;2
02/01/2021;11/02/2003;SO63332;223;23339;7;4;2
02/01/2021;12/29/2003;SO63332;479;23339;7;1;2
02/01/2021;10/07/2003;SO63332;477;23339;7;2;1
02/01/2021;11/07/2003;SO63332;491;23339;7;3;1
02/01/2021;10/24/2003;SO63351;530;23339;1;3;2
02/01/2021;12/01/2003;SO63351;541;23339;1;2;2
02/01/2021;11/24/2003;SO63351;560;23339;1;1;1
02/01/2021;10/05/2003;SO63352;477;23339;4;3;2
02/01/2021;12/30/2003;SO63352;479;23339;4;2;2
02/01/2021;10/04/2003;SO63352;487;23339;4;4;1
02/01/2021;12/13/2003;SO63352;575;23339;4;1;1
02/01/2021;12/11/2003;SO63306;223;23339;4;3;3
02/01/2021;12/08/2003;SO63306;530;23339;4;2;3
02/01/2021;10/24/2003;SO63306;541;23339;4;1;2
02/01/2021;12/27/2003;SO63324;480;23339;10;2;2
02/01/2021;11/10/2003;SO63324;529;23339;10;1;2
02/01/2021;1/13/2004;SO63315;466;23339;6;3;2
02/01/2021;01/08/2004;SO63315;484;23339;6;2;2
02/01/2021;12/01/2003;SO63315;528;23339;6;1;2
02/01/2021;01/07/2004;SO63345;220;23339;8;2;1
02/01/2021;11/04/2003;SO63345;565;23339;8;1;1
02/01/2021;12/30/2003;SO63343;484;23339;8;2;1
02/01/2021;11/02/2003;SO63343;569;23339;8;1;1
02/01/2021;11/26/2003;SO63326;541;23339;8;1;2
02/01/2021;10/17/2003;SO63326;220;23339;8;3;1
02/01/2021;12/17/2003;SO63326;530;23339;8;2;1
02/01/2021;11/19/2003;SO63322;490;23339;7;1;1
03/01/2021;01/09/2004;SO65124;480;11001;1;3;2
03/01/2021;12/16/2003;SO65124;528;11001;1;1;2
03/01/2021;1/15/2004;SO65124;537;11001;1;2;1
03/01/2021;12/01/2003;SO65101;480;11185;4;2;2
03/01/2021;11/28/2003;SO65101;529;11185;4;1;1
03/01/2021;11/17/2003;SO65104;480;11276;4;1;2
03/01/2021;01/12/2004;SO65135;479;11276;10;2;3
03/01/2021;11/08/2003;SO65135;477;11276;10;3;2
03/01/2021;1/15/2004;SO65135;561;11276;10;1;1
03/01/2021;12/09/2003;SO65150;223;11276;9;2;2
03/01/2021;2/14/2004;SO65150;475;11276;9;3;1
03/01/2021;02/07/2004;SO65150;589;11276;9;1;1
03/01/2021;01/08/2004;SO65102;529;11384;6;1;2
03/01/2021;11/19/2003;SO65102;229;11384;6;2;1
03/01/2021;11/01/2003;SO65125;528;11506;4;1;2
03/01/2021;11/21/2003;SO65125;537;11506;4;2;1
03/01/2021;11/23/2003;SO65130;214;11506;8;1;1
03/01/2021;02/12/2004;SO65130;491;11506;8;2;1
03/01/2021;12/27/2003;SO65367;530;11506;7;1;2
03/01/2021;11/21/2003;SO65367;214;11506;7;2;1
03/01/2021;12/28/2003;SO65100;491;11506;4;1;1
03/01/2021;01/09/2004;SO65109;466;11752;6;4;2
03/01/2021;12/20/2003;SO65109;528;11752;6;2;2
03/01/2021;11/26/2003;SO65109;215;11752;6;3;1
03/01/2021;12/22/2003;SO65109;536;11752;6;1;1
03/01/2021;12/04/2003;SO65099;215;11752;1;1;1
03/01/2021;11/19/2003;SO65099;232;11752;1;2;1
03/01/2021;12/21/2003;SO65143;480;11861;9;4;2
03/01/2021;12/18/2003;SO65143;528;11861;9;3;2
03/01/2021;11/28/2003;SO65143;358;11861;9;1;1
03/01/2021;11/10/2003;SO65143;537;11861;9;2;1
03/01/2021;1/16/2004;SO65127;485;11861;1;3;2
03/01/2021;02/04/2004;SO65127;528;11861;1;1;2
03/01/2021;1/13/2004;SO65127;226;11861;1;4;1
03/01/2021;1/25/2004;SO65127;537;11861;1;2;1
03/01/2021;1/14/2004;SO65394;576;11861;9;1;1
03/01/2021;01/03/2004;SO65129;232;11861;10;1;1
03/01/2021;12/01/2003;SO65126;485;11861;1;1;2
03/01/2021;11/02/2003;SO65126;229;11861;1;2;1
03/01/2021;11/06/2003;SO65330;223;11861;8;4;2
03/01/2021;02/04/2004;SO65330;478;11861;8;2;2
03/01/2021;11/24/2003;SO65330;360;11861;8;1;1
03/01/2021;1/14/2004;SO65330;477;11861;8;3;1
03/01/2021;12/04/2003;SO65364;530;11861;10;2;2
03/01/2021;11/26/2003;SO65364;541;11861;10;1;2
03/01/2021;12/15/2003;SO65363;530;11861;10;2;3
03/01/2021;01/07/2004;SO65363;477;11861;10;4;2
03/01/2021;11/11/2003;SO65363;479;11861;10;3;2
03/01/2021;11/09/2003;SO65363;484;11861;10;5;2
03/01/2021;12/23/2003;SO65363;541;11861;10;1;2
03/01/2021;12/06/2003;SO65395;477;11861;9;2;2
03/01/2021;12/14/2003;SO65395;479;11861;9;3;2
03/01/2021;12/11/2003;SO65395;220;11861;9;4;1
03/01/2021;11/28/2003;SO65395;573;11861;9;1;1
03/01/2021;12/15/2003;SO65359;485;11861;10;1;2
03/01/2021;11/20/2003;SO65359;235;11861;10;2;1
03/01/2021;02/11/2004;SO65351;477;12754;6;1;2
03/01/2021;12/13/2003;SO65351;215;12754;6;2;1
03/01/2021;01/01/2004;SO65096;358;12754;10;1;1
03/01/2021;01/11/2004;SO65096;487;12754;10;2;1
03/01/2021;1/27/2004;SO65128;223;12754;10;1;2
03/01/2021;11/09/2003;SO65335;483;12754;9;1;1
03/01/2021;02/11/2004;SO65098;358;12754;10;1;1
03/01/2021;2/13/2004;SO65097;477;12754;10;3;2
03/01/2021;02/06/2004;SO65097;356;12754;10;1;1
03/01/2021;1/23/2004;SO65097;472;12754;10;4;1
03/01/2021;01/09/2004;SO65097;478;12754;10;2;1
03/01/2021;2/15/2004;SO65342;530;12754;6;2;2
03/01/2021;1/30/2004;SO65342;541;12754;6;1;2
03/01/2021;12/09/2003;SO65357;485;12754;1;1;2
03/01/2021;02/03/2004;SO65357;220;12754;1;2;1
03/01/2021;12/17/2003;SO65115;478;13791;7;2;2
03/01/2021;01/07/2004;SO65115;485;13791;7;1;2
03/01/2021;1/28/2004;SO65115;477;13791;7;3;1
03/01/2021;12/08/2003;SO65144;477;13791;9;3;2
03/01/2021;1/19/2004;SO65144;478;13791;9;2;2
03/01/2021;02/11/2004;SO65144;354;13791;9;1;1
03/01/2021;12/11/2003;SO65091;480;13791;9;3;2
03/01/2021;12/20/2003;SO65091;528;13791;9;2;2
03/01/2021;1/24/2004;SO65091;535;13791;9;1;2
03/01/2021;1/18/2004;SO65381;480;13791;9;3;3
03/01/2021;11/05/2003;SO65381;352;13791;9;1;1
03/01/2021;1/19/2004;SO65381;537;13791;9;2;1
03/01/2021;1/27/2004;SO65382;478;13791;9;2;3
03/01/2021;11/13/2003;SO65382;462;13791;9;5;2
03/01/2021;1/16/2004;SO65382;477;13791;9;3;2
03/01/2021;11/10/2003;SO65382;214;13791;9;4;1
03/01/2021;12/05/2003;SO65382;356;13791;9;1;1
03/01/2021;01/10/2004;SO65383;360;13791;9;1;1
03/01/2021;02/05/2004;SO65383;487;13791;9;2;1
03/01/2021;12/27/2003;SO65348;223;14906;6;3;3
03/01/2021;02/11/2004;SO65348;477;14906;6;2;2
03/01/2021;1/31/2004;SO65348;478;14906;6;1;2
03/01/2021;11/03/2003;SO65375;466;14906;9;4;3
03/01/2021;11/23/2003;SO65375;529;14906;9;3;2
03/01/2021;01/07/2004;SO65375;539;14906;9;2;2
03/01/2021;11/13/2003;SO65375;583;14906;9;1;1
03/01/2021;01/06/2004;SO65132;358;14906;4;1;1
03/01/2021;01/12/2004;SO65344;223;14906;6;2;2
03/01/2021;1/19/2004;SO65344;540;14906;6;1;1
03/01/2021;12/13/2003;SO65116;528;14906;8;1;2
03/01/2021;1/14/2004;SO65116;215;14906;8;2;1
03/01/2021;11/16/2003;SO65372;477;14906;1;3;2
03/01/2021;12/16/2003;SO65372;478;14906;1;4;2
03/01/2021;02/06/2004;SO65372;480;14906;1;5;2
03/01/2021;12/06/2003;SO65372;485;14906;1;2;2
03/01/2021;12/05/2003;SO65372;360;14906;1;1;1
03/01/2021;12/03/2003;SO65369;485;14906;6;1;2
03/01/2021;1/15/2004;SO65369;487;14906;6;2;1
03/01/2021;12/25/2003;SO65370;481;14906;4;3;2
03/01/2021;01/02/2004;SO65370;485;14906;4;2;2
03/01/2021;12/20/2003;SO65370;356;14906;4;1;1
03/01/2021;02/06/2004;SO65374;356;14906;4;1;1
03/01/2021;2/15/2004;SO65374;487;14906;4;2;1
03/01/2021;11/12/2003;SO65373;358;14906;1;1;1
03/01/2021;12/11/2003;SO65373;537;14906;1;2;1
03/01/2021;1/26/2004;SO65133;466;14906;6;4;2
03/01/2021;1/23/2004;SO65133;484;14906;6;3;2
03/01/2021;12/11/2003;SO65133;352;14906;6;1;1
03/01/2021;11/25/2003;SO65133;487;14906;6;2;1
03/01/2021;12/01/2003;SO65114;480;14906;4;2;2
03/01/2021;11/19/2003;SO65114;528;14906;4;1;2
03/01/2021;1/26/2004;SO65341;540;14906;6;1;1
03/01/2021;11/22/2003;SO65354;528;14906;1;1;2
03/01/2021;11/24/2003;SO65354;483;14906;1;2;1
03/01/2021;11/18/2003;SO65361;539;14906;7;1;2
03/01/2021;02/07/2004;SO65336;480;16533;9;3;2
03/01/2021;12/19/2003;SO65336;529;16533;9;2;2
03/01/2021;12/01/2003;SO65336;540;16533;9;1;1
03/01/2021;1/26/2004;SO65113;477;16533;1;2;3
03/01/2021;01/08/2004;SO65113;223;16533;1;1;2
03/01/2021;12/21/2003;SO65329;480;16533;10;2;3
03/01/2021;12/29/2003;SO65329;352;16533;10;1;1
03/01/2021;02/05/2004;SO65371;480;16533;6;2;2
03/01/2021;01/11/2004;SO65371;354;16533;6;1;1
03/01/2021;11/02/2003;SO65352;223;17974;4;1;2
03/01/2021;12/07/2003;SO65352;477;17974;4;2;2
03/01/2021;1/20/2004;SO65149;223;17974;8;2;2
03/01/2021;11/04/2003;SO65149;574;17974;8;1;1
03/01/2021;02/02/2004;SO65337;478;17974;10;2;2
03/01/2021;11/27/2003;SO65337;220;17974;10;3;1
03/01/2021;11/28/2003;SO65337;358;17974;10;1;1
03/01/2021;01/01/2004;SO65350;477;17974;1;1;2
03/01/2021;01/11/2004;SO65094;480;17974;9;1;2
03/01/2021;11/12/2003;SO65358;485;17974;6;2;2
03/01/2021;11/27/2003;SO65358;472;17974;6;1;1
03/01/2021;1/18/2004;SO65112;476;17974;4;1;1
03/01/2021;12/30/2003;SO65112;490;17974;4;2;1
03/01/2021;1/27/2004;SO65360;529;17974;8;2;3
03/01/2021;2/14/2004;SO65360;539;17974;8;1;2
03/01/2021;12/08/2003;SO65360;214;17974;8;3;1
03/01/2021;12/28/2003;SO65365;529;17974;7;1;2
03/01/2021;1/24/2004;SO65365;220;17974;7;2;1
03/01/2021;12/26/2003;SO65353;223;17974;4;1;2
03/01/2021;11/02/2003;SO65353;477;17974;4;2;2
03/01/2021;11/23/2003;SO65356;528;17974;6;1;2
03/01/2021;11/07/2003;SO65131;477;17974;4;2;2
03/01/2021;01/01/2004;SO65131;478;17974;4;3;2
03/01/2021;12/09/2003;SO65131;215;17974;4;4;1
03/01/2021;11/21/2003;SO65131;595;17974;4;1;1
03/01/2021;12/27/2003;SO65139;479;17974;9;2;3
03/01/2021;12/24/2003;SO65139;477;17974;9;3;2
03/01/2021;11/27/2003;SO65139;220;17974;9;4;1
03/01/2021;02/05/2004;SO65139;581;17974;9;1;1
03/01/2021;12/02/2003;SO65138;220;17974;9;2;1
03/01/2021;01/02/2004;SO65138;471;17974;9;3;1
03/01/2021;11/04/2003;SO65138;583;17974;9;1;1
03/01/2021;12/09/2003;SO65117;480;17974;7;3;2
03/01/2021;1/16/2004;SO65117;529;17974;7;1;2
03/01/2021;12/15/2003;SO65117;539;17974;7;2;2
03/01/2021;12/17/2003;SO65111;478;17974;4;2;2
03/01/2021;1/21/2004;SO65111;477;17974;4;1;1
03/01/2021;12/18/2003;SO65148;482;17974;4;3;3
03/01/2021;11/25/2003;SO65148;235;17974;4;2;1
03/01/2021;1/24/2004;SO65148;580;17974;4;1;1
03/01/2021;1/27/2004;SO65142;377;20778;9;1;1
03/01/2021;11/14/2003;SO65142;540;20778;9;2;1
03/01/2021;12/17/2003;SO65376;582;20778;9;1;1
03/01/2021;12/17/2003;SO65377;489;20778;9;2;1
03/01/2021;01/05/2004;SO65377;580;20778;9;1;1
03/01/2021;02/06/2004;SO65380;466;20778;9;4;2
03/01/2021;1/24/2004;SO65380;529;20778;9;3;2
03/01/2021;12/18/2003;SO65380;373;20778;9;1;1
03/01/2021;1/14/2004;SO65380;540;20778;9;2;1
03/01/2021;11/02/2003;SO65349;477;20778;4;2;2
03/01/2021;02/10/2004;SO65349;478;20778;4;1;2
