OrderDate;StockDate;OrderNumber;ProductKey;CustomerKey;TerritoryKey;OrderLineItem;OrderQuantity
02/02/2020;12/14/2001;SO45351;313;11090;7;1;1
02/02/2020;01/02/2002;SO45352;313;13238;10;1;1
02/02/2020;01/01/2002;SO45356;313;15926;9;1;1
02/02/2020;12/31/2001;SO45354;340;15926;8;1;1
02/02/2020;10/28/2001;SO45353;310;26311;6;1;1
02/02/2020;01/07/2002;SO45355;312;26311;6;1;1
03/02/2020;12/10/2001;SO45588;313;11090;4;1;1
03/02/2020;11/28/2001;SO45587;310;11090;4;1;1
03/02/2020;11/28/2001;SO45592;345;11090;9;1;1
03/02/2020;01/03/2002;SO45586;311;11090;7;1;1
03/02/2020;1/13/2002;SO45590;311;15926;9;1;1
03/02/2020;11/20/2001;SO45589;314;15926;9;1;1
03/02/2020;02/10/2002;SO45591;326;22399;9;1;1
04/02/2020;03/07/2002;SO45822;312;15926;9;1;1
04/02/2020;02/12/2002;SO45823;311;15926;9;1;1
04/02/2020;02/04/2002;SO45821;346;22399;1;1;1
05/02/2020;01/05/2002;SO46120;313;11090;4;1;1
05/02/2020;1/27/2002;SO46121;312;11090;4;1;1
05/02/2020;01/08/2002;SO46123;312;11090;4;1;1
05/02/2020;04/05/2002;SO46124;311;15926;9;1;1
05/02/2020;1/19/2002;SO46122;313;22399;6;1;1
06/02/2020;3/24/2002;SO46395;346;11090;10;1;1
06/02/2020;03/05/2002;SO46396;311;11090;4;1;1
06/02/2020;2/28/2002;SO46403;314;13238;8;1;1
06/02/2020;3/15/2002;SO46394;314;13238;8;1;1
06/02/2020;4/26/2002;SO46404;312;15116;10;1;1
06/02/2020;2/28/2002;SO46402;313;20561;9;1;1
06/02/2020;05/07/2002;SO46399;314;20561;9;1;1
06/02/2020;5/17/2002;SO46400;314;20561;9;1;1
06/02/2020;3/23/2002;SO46398;311;20561;9;1;1
06/02/2020;04/02/2002;SO46401;310;20561;9;1;1
06/02/2020;4/16/2002;SO46405;310;20561;9;1;1
06/02/2020;5/13/2002;SO46397;328;26311;6;1;1
07/02/2020;3/28/2002;SO46685;377;11090;4;1;1
07/02/2020;4/15/2002;SO46684;381;15926;8;1;1
07/02/2020;4/19/2002;SO46686;324;20561;10;1;1
08/02/2020;05/11/2002;SO47078;375;13238;1;1;1
08/02/2020;04/09/2002;SO47079;375;13238;4;1;1
08/02/2020;4/21/2002;SO47081;340;15116;4;1;1
08/02/2020;6/18/2002;SO47082;322;15116;5;1;1
08/02/2020;05/12/2002;SO47083;328;15116;4;1;1
08/02/2020;5/28/2002;SO47077;369;15926;10;1;1
08/02/2020;4/19/2002;SO47084;370;20561;9;1;1
08/02/2020;5/30/2002;SO47080;360;22399;4;1;1
09/02/2020;08/12/2002;SO47467;371;13238;4;1;1
09/02/2020;08/05/2002;SO47463;373;13238;7;1;1
09/02/2020;08/04/2002;SO47465;340;15116;4;1;1
09/02/2020;7/13/2002;SO47462;375;15926;8;1;1
09/02/2020;6/23/2002;SO47464;370;15926;10;1;1
09/02/2020;6/19/2002;SO47466;381;22399;9;1;1
09/02/2020;6/24/2002;SO47468;328;22399;9;1;1
10/02/2020;07/12/2002;SO47743;362;11090;9;1;1
10/02/2020;06/12/2002;SO47744;360;11090;9;1;1
10/02/2020;7/28/2002;SO47745;360;11090;9;1;1
10/02/2020;8/20/2002;SO47746;358;11090;9;1;1
10/02/2020;8/16/2002;SO47740;324;15116;4;1;1
10/02/2020;08/12/2002;SO47741;336;15116;4;1;1
10/02/2020;07/12/2002;SO47739;328;20561;10;1;1
10/02/2020;07/07/2002;SO47742;375;20561;9;1;1
11/02/2020;10/04/2002;SO48099;360;11090;8;1;1
11/02/2020;09/02/2002;SO48101;369;22399;9;1;1
11/02/2020;08/09/2002;SO48102;379;22399;9;1;1
11/02/2020;8/16/2002;SO48100;356;26311;4;1;1
12/02/2020;11/02/2002;SO48418;352;11090;9;1;1
12/02/2020;10/29/2002;SO48414;369;13238;1;1;1
12/02/2020;8/22/2002;SO48413;383;13238;4;1;1
12/02/2020;8/24/2002;SO48416;320;15116;1;1;1
12/02/2020;9/25/2002;SO48411;371;15926;10;1;1
12/02/2020;09/08/2002;SO48412;342;15926;7;1;1
12/02/2020;8/23/2002;SO48417;368;22399;9;1;1
12/02/2020;08/12/2002;SO48419;338;26311;9;1;1
12/02/2020;09/10/2002;SO48415;356;26311;4;1;1
01/03/2020;09/11/2001;SO45087;350;11090;10;1;1
01/03/2020;12/11/2001;SO45088;345;11090;10;1;1
01/03/2020;10/24/2001;SO45092;313;15926;9;1;1
01/03/2020;10/03/2001;SO45093;312;15926;9;1;1
01/03/2020;10/26/2001;SO45091;314;15926;9;1;1
01/03/2020;09/11/2001;SO45094;310;22399;6;1;1
01/03/2020;12/16/2001;SO45089;351;22399;4;1;1
01/03/2020;9/29/2001;SO45090;310;26311;4;1;1
02/03/2020;12/21/2001;SO45359;313;11090;4;1;1
02/03/2020;11/25/2001;SO45362;313;15926;9;1;1
02/03/2020;12/15/2001;SO45363;312;15926;9;1;1
02/03/2020;11/23/2001;SO45361;312;22399;6;1;1
02/03/2020;01/09/2002;SO45358;312;22399;6;1;1
02/03/2020;11/07/2001;SO45360;313;26311;6;1;1
02/03/2020;12/01/2001;SO45357;351;26311;7;1;1
03/03/2020;12/22/2001;SO45594;312;11090;1;1;1
03/03/2020;1/20/2002;SO45595;314;11090;4;1;1
03/03/2020;02/01/2002;SO45601;348;11090;9;1;1
03/03/2020;01/11/2002;SO45598;340;13238;1;1;1
03/03/2020;02/08/2002;SO45593;310;15116;10;1;1
03/03/2020;1/17/2002;SO45600;313;15926;9;1;1
03/03/2020;11/10/2001;SO45599;312;15926;9;1;1
03/03/2020;1/27/2002;SO45596;332;20561;10;1;1
04/03/2020;12/09/2001;SO45824;312;11090;1;1;1
04/03/2020;03/12/2002;SO45832;351;11090;9;1;1
04/03/2020;1/28/2002;SO45828;330;13238;1;1;1
04/03/2020;12/12/2001;SO45827;312;15116;10;1;1
04/03/2020;12/16/2001;SO45830;314;15926;9;1;1
04/03/2020;01/09/2002;SO45831;313;15926;9;1;1
04/03/2020;1/19/2002;SO45829;310;15926;9;1;1
04/03/2020;1/14/2002;SO45825;314;22399;6;1;1
04/03/2020;01/01/2002;SO45826;310;22399;6;1;1
05/03/2020;01/12/2002;SO46125;310;11090;4;1;1
05/03/2020;01/12/2002;SO46127;334;13238;4;1;1
05/03/2020;03/03/2002;SO46128;314;13238;8;1;1
05/03/2020;4/14/2002;SO46129;313;15926;9;1;1
06/03/2020;5/14/2002;SO46408;351;11090;9;1;1
06/03/2020;05/10/2002;SO46406;312;11090;1;1;1
06/03/2020;3/27/2002;SO46407;342;26311;6;1;1
07/03/2020;05/07/2002;SO46688;369;11090;1;1;1
07/03/2020;03/06/2002;SO46689;369;11090;4;1;1
07/03/2020;3/31/2002;SO46690;368;11090;4;1;1
07/03/2020;5/15/2002;SO46691;368;11090;4;1;1
07/03/2020;3/24/2002;SO46692;369;11090;4;1;1
07/03/2020;04/06/2002;SO46693;373;11090;4;1;1
07/03/2020;5/21/2002;SO46694;373;11090;4;1;1
07/03/2020;04/05/2002;SO46687;379;15116;8;1;1
07/03/2020;3/17/2002;SO46695;358;15926;6;1;1
07/03/2020;5/23/2002;SO46696;370;20561;9;1;1
07/03/2020;3/16/2002;SO46697;371;20561;9;1;1
07/03/2020;05/02/2002;SO46698;377;20561;9;1;1
07/03/2020;6/17/2002;SO46699;328;22399;9;1;1
08/03/2020;4/16/2002;SO47088;369;13238;1;1;1
08/03/2020;7/15/2002;SO47087;377;13238;1;1;1
08/03/2020;6/16/2002;SO47089;340;15116;4;1;1
08/03/2020;4/19/2002;SO47085;379;15926;10;1;1
08/03/2020;6/29/2002;SO47090;377;20561;9;1;1
09/03/2020;6/25/2002;SO47476;352;11090;9;1;1
09/03/2020;07/06/2002;SO47472;379;13238;1;1;1
09/03/2020;5/29/2002;SO47471;370;13238;7;1;1
09/03/2020;05/07/2002;SO47469;383;15926;10;1;1
09/03/2020;06/04/2002;SO47473;369;20561;9;1;1
09/03/2020;5/17/2002;SO47474;379;20561;9;1;1
09/03/2020;7/16/2002;SO47475;369;20561;9;1;1
09/03/2020;08/11/2002;SO47470;358;26311;7;1;1
10/03/2020;8/22/2002;SO47753;360;11090;9;1;1
10/03/2020;8/22/2002;SO47747;371;15926;8;1;1
10/03/2020;06/12/2002;SO47750;369;20561;9;1;1
10/03/2020;6/14/2002;SO47751;369;20561;9;1;1
10/03/2020;09/12/2002;SO47752;377;20561;9;1;1
10/03/2020;09/11/2002;SO47749;371;20561;9;1;1
10/03/2020;6/27/2002;SO47748;352;26311;1;1;1
11/03/2020;7/30/2002;SO48103;377;15926;8;1;1
11/03/2020;8/23/2002;SO48106;360;15926;6;1;1
11/03/2020;08/06/2002;SO48104;322;20561;10;1;1
11/03/2020;7/16/2002;SO48107;370;22399;9;1;1
11/03/2020;09/01/2002;SO48108;389;22399;9;1;1
11/03/2020;8/20/2002;SO48105;356;26311;1;1;1
12/03/2020;11/18/2002;SO48429;352;11090;10;1;1
12/03/2020;9/20/2002;SO48428;371;13238;1;1;1
12/03/2020;08/07/2002;SO48426;383;13238;4;1;1
12/03/2020;11/17/2002;SO48427;389;13238;4;1;1
12/03/2020;10/22/2002;SO48420;377;13238;7;1;1
12/03/2020;10/14/2002;SO48424;377;13238;7;1;1
12/03/2020;10/02/2002;SO48425;379;15926;8;1;1
12/03/2020;09/12/2002;SO48422;379;15926;10;1;1
12/03/2020;09/06/2002;SO48423;340;15926;7;1;1
12/03/2020;09/02/2002;SO48421;387;15926;10;1;1
12/03/2020;10/11/2002;SO48434;377;22399;9;1;1
12/03/2020;09/05/2002;SO48435;377;22399;9;1;1
12/03/2020;09/12/2002;SO48432;377;22399;9;1;1
12/03/2020;11/13/2002;SO48433;379;22399;9;1;1
12/03/2020;10/10/2002;SO48431;354;26311;1;1;1
12/03/2020;9/27/2002;SO48430;360;26311;4;1;1
01/04/2020;12/07/2001;SO45095;344;11090;10;1;1
01/04/2020;10/30/2001;SO45096;312;11090;7;1;1
01/04/2020;10/30/2001;SO45097;313;26311;4;1;1
01/04/2020;9/15/2001;SO45098;310;26311;1;1;1
01/04/2020;12/20/2001;SO45099;312;26311;1;1;1
02/04/2020;11/17/2001;SO45364;311;13238;8;1;1
02/04/2020;11/06/2001;SO45368;328;13238;1;1;1
02/04/2020;12/13/2001;SO45365;313;13238;10;1;1
02/04/2020;11/11/2001;SO45366;330;15926;7;1;1
02/04/2020;12/31/2001;SO45369;314;15926;9;1;1
02/04/2020;12/23/2001;SO45370;312;15926;9;1;1
02/04/2020;10/10/2001;SO45367;328;20561;10;1;1
03/04/2020;12/21/2001;SO45603;312;11090;1;1;1
03/04/2020;12/19/2001;SO45604;314;11090;1;1;1
03/04/2020;12/16/2001;SO45605;311;11090;4;1;1
03/04/2020;1/28/2002;SO45608;349;11090;9;1;1
03/04/2020;11/12/2001;SO45602;312;11090;7;1;1
03/04/2020;1/21/2002;SO45609;311;13238;8;1;1
03/04/2020;1/22/2002;SO45606;312;15926;9;1;1
03/04/2020;12/27/2001;SO45607;330;22399;9;1;1
04/04/2020;1/13/2002;SO45835;313;11090;1;1;1
04/04/2020;02/09/2002;SO45833;313;11090;1;1;1
04/04/2020;12/23/2001;SO45834;312;11090;4;1;1
04/04/2020;03/11/2002;SO45839;349;11090;9;1;1
04/04/2020;02/07/2002;SO45836;311;13238;8;1;1
04/04/2020;1/28/2002;SO45838;311;15926;9;1;1
04/04/2020;03/08/2002;SO45837;348;22399;1;1;1
05/04/2020;01/08/2002;SO46131;312;11090;4;1;1
05/04/2020;02/05/2002;SO46139;347;11090;9;1;1
05/04/2020;1/19/2002;SO46140;350;11090;9;1;1
05/04/2020;04/03/2002;SO46133;312;11090;4;1;1
05/04/2020;03/08/2002;SO46130;311;11090;4;1;1
05/04/2020;04/07/2002;SO46138;311;13238;7;1;1
05/04/2020;2/21/2002;SO46134;312;15926;9;1;1
05/04/2020;3/13/2002;SO46135;313;15926;9;1;1
05/04/2020;2/28/2002;SO46136;312;15926;9;1;1
05/04/2020;4/19/2002;SO46137;313;20561;9;1;1
05/04/2020;02/01/2002;SO46132;314;22399;6;1;1
06/04/2020;2/23/2002;SO46414;338;13238;4;1;1
06/04/2020;2/16/2002;SO46409;313;13238;8;1;1
06/04/2020;5/19/2002;SO46413;346;15926;6;1;1
06/04/2020;3/31/2002;SO46415;310;20561;9;1;1
06/04/2020;4/14/2002;SO46412;311;22399;6;1;1
06/04/2020;02/04/2002;SO46411;314;22399;6;1;1
07/04/2020;03/08/2002;SO46704;370;11090;4;1;1
07/04/2020;5/28/2002;SO46705;370;11090;1;1;1
07/04/2020;05/06/2002;SO46701;375;13238;8;1;1
07/04/2020;05/12/2002;SO46702;369;15116;8;1;1
07/04/2020;3/13/2002;SO46707;336;15116;4;1;1
07/04/2020;3/14/2002;SO46700;381;15926;7;1;1
07/04/2020;03/10/2002;SO46706;352;15926;6;1;1
07/04/2020;3/26/2002;SO46703;336;20561;10;1;1
07/04/2020;06/06/2002;SO46708;377;20561;9;1;1
08/04/2020;05/01/2002;SO47098;360;11090;9;1;1
08/04/2020;6/28/2002;SO47093;369;13238;4;1;1
08/04/2020;5/29/2002;SO47094;377;15116;8;1;1
08/04/2020;05/01/2002;SO47097;370;20561;9;1;1
08/04/2020;7/18/2002;SO47095;370;22399;6;1;1
08/04/2020;4/14/2002;SO47099;324;22399;9;1;1
08/04/2020;05/06/2002;SO47091;354;26311;7;1;1
08/04/2020;05/11/2002;SO47092;369;26311;6;1;1
09/04/2020;06/05/2002;SO47478;324;20561;10;1;1
09/04/2020;5/25/2002;SO47479;330;20561;10;1;1
09/04/2020;7/23/2002;SO47480;371;20561;9;1;1
09/04/2020;06/01/2002;SO47481;373;20561;9;1;1
09/04/2020;6/21/2002;SO47482;370;20561;9;1;1
09/04/2020;6/22/2002;SO47477;352;26311;7;1;1
10/04/2020;7/27/2002;SO47756;354;11090;10;1;1
10/04/2020;8/16/2002;SO47760;371;13238;4;1;1
10/04/2020;07/07/2002;SO47759;375;13238;7;1;1
10/04/2020;6/27/2002;SO47757;379;15926;10;1;1
10/04/2020;7/22/2002;SO47758;371;15926;10;1;1
10/04/2020;9/16/2002;SO47755;387;15926;7;1;1
11/04/2020;7/23/2002;SO48109;369;13238;1;1;1
12/04/2020;8/31/2002;SO48438;362;11090;9;1;1
12/04/2020;11/06/2002;SO48436;389;13238;1;1;1
12/04/2020;11/07/2002;SO48437;324;15116;4;1;1
01/05/2020;11/21/2001;SO45100;326;15926;8;1;1
01/05/2020;9/19/2001;SO45101;313;22399;6;1;1
01/05/2020;11/24/2001;SO45102;310;26311;4;1;1
02/05/2020;12/16/2001;SO45376;344;11090;9;1;1
02/05/2020;11/18/2001;SO45371;310;13238;10;1;1
02/05/2020;01/08/2002;SO45375;313;15926;9;1;1
02/05/2020;10/30/2001;SO45374;312;22399;6;1;1
02/05/2020;10/24/2001;SO45373;349;22399;1;1;1
02/05/2020;11/28/2001;SO45372;348;26311;7;1;1
03/05/2020;11/14/2001;SO45610;310;11090;1;1;1
03/05/2020;02/11/2002;SO45611;310;11090;1;1;1
03/05/2020;1/21/2002;SO45612;312;13238;8;1;1
04/05/2020;3/14/2002;SO45842;314;11090;4;1;1
04/05/2020;1/31/2002;SO45843;312;11090;4;1;1
04/05/2020;1/14/2002;SO45844;312;11090;1;1;1
04/05/2020;1/18/2002;SO45841;311;11090;7;1;1
05/05/2020;02/09/2002;SO46142;311;22399;6;1;1
05/05/2020;04/01/2002;SO46143;347;22399;4;1;1
05/05/2020;3/17/2002;SO46144;350;22399;4;1;1
06/05/2020;4/24/2002;SO46419;344;11090;9;1;1
06/05/2020;3/31/2002;SO46416;313;11090;4;1;1
06/05/2020;4/18/2002;SO46417;314;11090;4;1;1
06/05/2020;2/24/2002;SO46420;313;13238;7;1;1
06/05/2020;03/04/2002;SO46418;312;20561;9;1;1
06/05/2020;2/21/2002;SO46421;336;22399;9;1;1
07/05/2020;3/16/2002;SO46710;356;11090;8;1;1
07/05/2020;06/03/2002;SO46718;360;11090;9;1;1
07/05/2020;3/13/2002;SO46714;368;11090;1;1;1
07/05/2020;06/11/2002;SO46711;369;13238;7;1;1
07/05/2020;05/06/2002;SO46712;373;13238;7;1;1
07/05/2020;06/12/2002;SO46709;387;15926;10;1;1
07/05/2020;5/29/2002;SO46713;371;22399;6;1;1
07/05/2020;4/27/2002;SO46715;375;22399;6;1;1
07/05/2020;3/26/2002;SO46716;375;22399;6;1;1
07/05/2020;4/16/2002;SO46717;368;22399;6;1;1
08/05/2020;04/12/2002;SO47100;360;11090;10;1;1
08/05/2020;04/12/2002;SO47104;379;13238;4;1;1
08/05/2020;7/18/2002;SO47105;371;13238;1;1;1
08/05/2020;7/20/2002;SO47103;368;13238;1;1;1
08/05/2020;7/14/2002;SO47102;370;13238;1;1;1
08/05/2020;6/29/2002;SO47101;371;15926;10;1;1
08/05/2020;05/02/2002;SO47106;369;22399;6;1;1
09/05/2020;08/04/2002;SO47483;379;13238;7;1;1
09/05/2020;6/19/2002;SO47485;371;13238;7;1;1
09/05/2020;6/25/2002;SO47486;377;13238;7;1;1
10/05/2020;07/06/2002;SO47761;324;15926;8;1;1
10/05/2020;6/23/2002;SO47763;379;20561;9;1;1
10/05/2020;9/13/2002;SO47762;352;26311;1;1;1
11/05/2020;7/27/2002;SO48112;371;13238;1;1;1
11/05/2020;7/30/2002;SO48111;383;13238;4;1;1
11/05/2020;7/23/2002;SO48110;371;15926;8;1;1
11/05/2020;10/02/2002;SO48113;334;20561;8;1;1
11/05/2020;10/13/2002;SO48114;320;26311;9;1;1
11/05/2020;7/25/2002;SO48115;320;26311;9;1;1
12/05/2020;9/29/2002;SO48443;352;11090;8;1;1
12/05/2020;8/22/2002;SO48451;358;11090;9;1;1
12/05/2020;09/04/2002;SO48442;377;13238;1;1;1
12/05/2020;9/29/2002;SO48445;342;15116;4;1;1
12/05/2020;10/19/2002;SO48447;326;15116;4;1;1
12/05/2020;11/03/2002;SO48439;389;15926;7;1;1
12/05/2020;9/28/2002;SO48440;336;15926;7;1;1
12/05/2020;11/08/2002;SO48449;370;22399;9;1;1
12/05/2020;9/21/2002;SO48448;375;22399;9;1;1
12/05/2020;09/10/2002;SO48441;389;26311;6;1;1
12/05/2020;9/20/2002;SO48444;362;26311;4;1;1
12/05/2020;9/25/2002;SO48450;362;26311;4;1;1
12/05/2020;11/19/2002;SO48446;338;26311;6;1;1
01/06/2020;11/12/2001;SO45106;348;15926;6;1;1
01/06/2020;11/21/2001;SO45105;312;22399;6;1;1
01/06/2020;10/01/2001;SO45108;310;22399;6;1;1
01/06/2020;9/24/2001;SO45103;310;26311;1;1;1
01/06/2020;10/17/2001;SO45104;310;26311;4;1;1
01/06/2020;12/14/2001;SO45107;312;26311;4;1;1
02/06/2020;1/17/2002;SO45382;313;11090;1;1;1
02/06/2020;10/12/2001;SO45383;332;13238;1;1;1
02/06/2020;10/29/2001;SO45385;334;13238;1;1;1
02/06/2020;12/10/2001;SO45377;313;13238;10;1;1
02/06/2020;1/15/2002;SO45380;324;15926;7;1;1
02/06/2020;12/12/2001;SO45386;312;15926;9;1;1
02/06/2020;10/24/2001;SO45381;344;15926;6;1;1
02/06/2020;01/12/2002;SO45384;338;26311;6;1;1
02/06/2020;12/06/2001;SO45378;310;26311;6;1;1
02/06/2020;10/13/2001;SO45379;313;26311;6;1;1
03/06/2020;2/19/2002;SO45613;314;11090;1;1;1
03/06/2020;02/01/2002;SO45621;346;11090;9;1;1
03/06/2020;12/02/2001;SO45618;311;11090;7;1;1
03/06/2020;12/03/2001;SO45616;314;13238;8;1;1
03/06/2020;11/22/2001;SO45617;311;15116;10;1;1
03/06/2020;11/30/2001;SO45615;342;15926;7;1;1
03/06/2020;1/20/2002;SO45619;311;15926;9;1;1
03/06/2020;1/26/2002;SO45620;314;15926;9;1;1
03/06/2020;1/31/2002;SO45614;312;22399;6;1;1
04/06/2020;03/09/2002;SO45848;340;13238;4;1;1
04/06/2020;03/09/2002;SO45849;312;15926;9;1;1
04/06/2020;03/02/2002;SO45845;311;22399;6;1;1
04/06/2020;2/14/2002;SO45846;314;22399;6;1;1
04/06/2020;03/08/2002;SO45847;345;22399;4;1;1
05/06/2020;1/13/2002;SO46146;345;11090;8;1;1
05/06/2020;2/20/2002;SO46154;349;11090;9;1;1
05/06/2020;04/11/2002;SO46148;310;11090;4;1;1
05/06/2020;3/20/2002;SO46149;311;11090;1;1;1
05/06/2020;04/09/2002;SO46147;320;15926;8;1;1
05/06/2020;3/27/2002;SO46150;336;20561;10;1;1
05/06/2020;01/06/2002;SO46153;324;22399;9;1;1
05/06/2020;03/10/2002;SO46151;351;22399;4;1;1
06/06/2020;4/29/2002;SO46423;313;11090;4;1;1
06/06/2020;05/02/2002;SO46424;312;11090;4;1;1
06/06/2020;3/27/2002;SO46422;311;11090;4;1;1
06/06/2020;2/21/2002;SO46427;350;15926;6;1;1
06/06/2020;4/29/2002;SO46428;311;20561;9;1;1
06/06/2020;04/05/2002;SO46425;313;22399;6;1;1
06/06/2020;4/20/2002;SO46426;344;22399;4;1;1
07/06/2020;3/30/2002;SO46719;362;11090;10;1;1
07/06/2020;06/08/2002;SO46728;358;11090;9;1;1
07/06/2020;06/02/2002;SO46723;368;11090;4;1;1
07/06/2020;4/26/2002;SO46720;371;13238;7;1;1
07/06/2020;5/26/2002;SO46721;370;15926;10;1;1
07/06/2020;05/02/2002;SO46722;385;15926;7;1;1
07/06/2020;04/12/2002;SO46726;373;20561;9;1;1
07/06/2020;3/24/2002;SO46727;370;20561;9;1;1
07/06/2020;6/21/2002;SO46725;369;20561;9;1;1
07/06/2020;5/22/2002;SO46729;320;22399;9;1;1
08/06/2020;07/07/2002;SO47107;352;11090;10;1;1
08/06/2020;5/29/2002;SO47117;354;11090;9;1;1
08/06/2020;5/30/2002;SO47108;369;13238;7;1;1
08/06/2020;4/24/2002;SO47113;342;15116;4;1;1
08/06/2020;6/17/2002;SO47112;356;15926;6;1;1
08/06/2020;5/25/2002;SO47114;373;20561;9;1;1
08/06/2020;6/15/2002;SO47115;370;20561;9;1;1
08/06/2020;4/27/2002;SO47116;387;22399;9;1;1
08/06/2020;07/10/2002;SO47111;369;22399;6;1;1
08/06/2020;5/23/2002;SO47118;362;26311;7;1;1
08/06/2020;05/09/2002;SO47109;375;26311;6;1;1
08/06/2020;7/18/2002;SO47110;370;26311;6;1;1
09/06/2020;07/02/2002;SO47488;379;13238;4;1;1
09/06/2020;7/20/2002;SO47487;377;15926;10;1;1
